areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
nation,Scotland,S92000003,2021-07-02,3077,293638
nation,Scotland,S92000003,2021-07-01,3429,290561
nation,Scotland,S92000003,2021-06-30,3907,287132
nation,Scotland,S92000003,2021-06-29,3873,283225
nation,Scotland,S92000003,2021-06-28,3922,279352
nation,Scotland,S92000003,2021-06-27,2510,275430
nation,Scotland,S92000003,2021-06-26,2291,272920
nation,Scotland,S92000003,2021-06-25,2619,270629
nation,Scotland,S92000003,2021-06-24,2947,268010
nation,Scotland,S92000003,2021-06-23,2890,265063
nation,Scotland,S92000003,2021-06-22,3243,262173
nation,Scotland,S92000003,2021-06-21,3019,258930
nation,Scotland,S92000003,2021-06-20,1548,255911
nation,Scotland,S92000003,2021-06-19,997,254363
nation,Scotland,S92000003,2021-06-18,1231,253366
nation,Scotland,S92000003,2021-06-17,1164,252135
nation,Scotland,S92000003,2021-06-16,1266,250971
nation,Scotland,S92000003,2021-06-15,1279,249705
nation,Scotland,S92000003,2021-06-14,1127,248426
nation,Scotland,S92000003,2021-06-13,855,247299
nation,Scotland,S92000003,2021-06-12,706,246444
nation,Scotland,S92000003,2021-06-11,865,245738
nation,Scotland,S92000003,2021-06-10,1040,244873
nation,Scotland,S92000003,2021-06-09,1056,243833
nation,Scotland,S92000003,2021-06-08,1026,242777
nation,Scotland,S92000003,2021-06-07,953,241751
nation,Scotland,S92000003,2021-06-06,678,240798
nation,Scotland,S92000003,2021-06-05,606,240120
nation,Scotland,S92000003,2021-06-04,822,239514
nation,Scotland,S92000003,2021-06-03,948,238692
nation,Scotland,S92000003,2021-06-02,959,237744
nation,Scotland,S92000003,2021-06-01,773,236785
nation,Scotland,S92000003,2021-05-31,601,236012
nation,Scotland,S92000003,2021-05-30,486,235411
nation,Scotland,S92000003,2021-05-29,435,234925
nation,Scotland,S92000003,2021-05-28,549,234490
nation,Scotland,S92000003,2021-05-27,552,233941
nation,Scotland,S92000003,2021-05-26,626,233389
nation,Scotland,S92000003,2021-05-25,502,232763
nation,Scotland,S92000003,2021-05-24,496,232261
nation,Scotland,S92000003,2021-05-23,324,231765
nation,Scotland,S92000003,2021-05-22,291,231441
nation,Scotland,S92000003,2021-05-21,360,231150
nation,Scotland,S92000003,2021-05-20,381,230790
nation,Scotland,S92000003,2021-05-19,408,230409
nation,Scotland,S92000003,2021-05-18,417,230001
nation,Scotland,S92000003,2021-05-17,361,229584
nation,Scotland,S92000003,2021-05-16,231,229223
nation,Scotland,S92000003,2021-05-15,228,228992
nation,Scotland,S92000003,2021-05-14,291,228764
nation,Scotland,S92000003,2021-05-13,314,228473
nation,Scotland,S92000003,2021-05-12,298,228159
nation,Scotland,S92000003,2021-05-11,282,227861
nation,Scotland,S92000003,2021-05-10,329,227579
nation,Scotland,S92000003,2021-05-09,210,227250
nation,Scotland,S92000003,2021-05-08,185,227040
nation,Scotland,S92000003,2021-05-07,203,226855
nation,Scotland,S92000003,2021-05-06,219,226652
nation,Scotland,S92000003,2021-05-05,222,226433
nation,Scotland,S92000003,2021-05-04,196,226211
nation,Scotland,S92000003,2021-05-03,162,226015
nation,Scotland,S92000003,2021-05-02,121,225853
nation,Scotland,S92000003,2021-05-01,126,225732
nation,Scotland,S92000003,2021-04-30,173,225606
nation,Scotland,S92000003,2021-04-29,174,225433
nation,Scotland,S92000003,2021-04-28,193,225259
nation,Scotland,S92000003,2021-04-27,195,225066
nation,Scotland,S92000003,2021-04-26,195,224871
nation,Scotland,S92000003,2021-04-25,109,224676
nation,Scotland,S92000003,2021-04-24,150,224567
nation,Scotland,S92000003,2021-04-23,188,224417
nation,Scotland,S92000003,2021-04-22,231,224229
nation,Scotland,S92000003,2021-04-21,237,223998
nation,Scotland,S92000003,2021-04-20,242,223761
nation,Scotland,S92000003,2021-04-19,264,223519
nation,Scotland,S92000003,2021-04-18,178,223255
nation,Scotland,S92000003,2021-04-17,202,223077
nation,Scotland,S92000003,2021-04-16,382,222875
nation,Scotland,S92000003,2021-04-15,198,222493
nation,Scotland,S92000003,2021-04-14,212,222295
nation,Scotland,S92000003,2021-04-13,261,222083
nation,Scotland,S92000003,2021-04-12,260,221822
nation,Scotland,S92000003,2021-04-11,212,221562
nation,Scotland,S92000003,2021-04-10,227,221350
nation,Scotland,S92000003,2021-04-09,266,221123
nation,Scotland,S92000003,2021-04-08,282,220857
nation,Scotland,S92000003,2021-04-07,282,220575
nation,Scotland,S92000003,2021-04-06,356,220293
nation,Scotland,S92000003,2021-04-05,293,219937
nation,Scotland,S92000003,2021-04-04,254,219644
nation,Scotland,S92000003,2021-04-03,280,219390
nation,Scotland,S92000003,2021-04-02,353,219110
nation,Scotland,S92000003,2021-04-01,413,218757
nation,Scotland,S92000003,2021-03-31,394,218344
nation,Scotland,S92000003,2021-03-30,394,217950
nation,Scotland,S92000003,2021-03-29,514,217556
nation,Scotland,S92000003,2021-03-28,357,217042
nation,Scotland,S92000003,2021-03-27,386,216685
nation,Scotland,S92000003,2021-03-26,474,216299
nation,Scotland,S92000003,2021-03-25,573,215825
nation,Scotland,S92000003,2021-03-24,541,215252
nation,Scotland,S92000003,2021-03-23,603,214711
nation,Scotland,S92000003,2021-03-22,681,214108
nation,Scotland,S92000003,2021-03-21,463,213427
nation,Scotland,S92000003,2021-03-20,458,212964
nation,Scotland,S92000003,2021-03-19,542,212506
nation,Scotland,S92000003,2021-03-18,551,211964
nation,Scotland,S92000003,2021-03-17,597,211413
nation,Scotland,S92000003,2021-03-16,572,210816
nation,Scotland,S92000003,2021-03-15,689,210244
nation,Scotland,S92000003,2021-03-14,443,209555
nation,Scotland,S92000003,2021-03-13,464,209112
nation,Scotland,S92000003,2021-03-12,584,208648
nation,Scotland,S92000003,2021-03-11,662,208064
nation,Scotland,S92000003,2021-03-10,622,207402
nation,Scotland,S92000003,2021-03-09,653,206780
nation,Scotland,S92000003,2021-03-08,588,206127
nation,Scotland,S92000003,2021-03-07,434,205539
nation,Scotland,S92000003,2021-03-06,480,205105
nation,Scotland,S92000003,2021-03-05,465,204625
nation,Scotland,S92000003,2021-03-04,558,204160
nation,Scotland,S92000003,2021-03-03,495,203602
nation,Scotland,S92000003,2021-03-02,518,203107
nation,Scotland,S92000003,2021-03-01,547,202589
nation,Scotland,S92000003,2021-02-28,426,202042
nation,Scotland,S92000003,2021-02-27,414,201616
nation,Scotland,S92000003,2021-02-26,514,201202
nation,Scotland,S92000003,2021-02-25,628,200688
nation,Scotland,S92000003,2021-02-24,699,200060
nation,Scotland,S92000003,2021-02-23,693,199361
nation,Scotland,S92000003,2021-02-22,787,198668
nation,Scotland,S92000003,2021-02-21,608,197881
nation,Scotland,S92000003,2021-02-20,660,197273
nation,Scotland,S92000003,2021-02-19,890,196613
nation,Scotland,S92000003,2021-02-18,879,195723
nation,Scotland,S92000003,2021-02-17,825,194844
nation,Scotland,S92000003,2021-02-16,912,194019
nation,Scotland,S92000003,2021-02-15,964,193107
nation,Scotland,S92000003,2021-02-14,681,192143
nation,Scotland,S92000003,2021-02-13,542,191462
nation,Scotland,S92000003,2021-02-12,902,190920
nation,Scotland,S92000003,2021-02-11,842,190018
nation,Scotland,S92000003,2021-02-10,845,189176
nation,Scotland,S92000003,2021-02-09,758,188331
nation,Scotland,S92000003,2021-02-08,991,187573
nation,Scotland,S92000003,2021-02-07,654,186582
nation,Scotland,S92000003,2021-02-06,698,185928
nation,Scotland,S92000003,2021-02-05,935,185230
nation,Scotland,S92000003,2021-02-04,899,184295
nation,Scotland,S92000003,2021-02-03,930,183396
nation,Scotland,S92000003,2021-02-02,1049,182466
nation,Scotland,S92000003,2021-02-01,1095,181417
nation,Scotland,S92000003,2021-01-31,809,180322
nation,Scotland,S92000003,2021-01-30,779,179513
nation,Scotland,S92000003,2021-01-29,961,178734
nation,Scotland,S92000003,2021-01-28,1114,177773
nation,Scotland,S92000003,2021-01-27,1112,176659
nation,Scotland,S92000003,2021-01-26,1178,175547
nation,Scotland,S92000003,2021-01-25,1318,174369
nation,Scotland,S92000003,2021-01-24,857,173051
nation,Scotland,S92000003,2021-01-23,936,172194
nation,Scotland,S92000003,2021-01-22,1228,171258
nation,Scotland,S92000003,2021-01-21,1241,170030
nation,Scotland,S92000003,2021-01-20,1570,168789
nation,Scotland,S92000003,2021-01-19,1548,167219
nation,Scotland,S92000003,2021-01-18,1735,165671
nation,Scotland,S92000003,2021-01-17,1198,163936
nation,Scotland,S92000003,2021-01-16,1176,162738
nation,Scotland,S92000003,2021-01-15,1535,161562
nation,Scotland,S92000003,2021-01-14,1619,160027
nation,Scotland,S92000003,2021-01-13,1712,158408
nation,Scotland,S92000003,2021-01-12,1977,156696
nation,Scotland,S92000003,2021-01-11,2087,154719
nation,Scotland,S92000003,2021-01-10,1423,152632
nation,Scotland,S92000003,2021-01-09,1497,151209
nation,Scotland,S92000003,2021-01-08,1822,149712
nation,Scotland,S92000003,2021-01-07,2197,147890
nation,Scotland,S92000003,2021-01-06,2548,145693
nation,Scotland,S92000003,2021-01-05,3049,143145
nation,Scotland,S92000003,2021-01-04,2376,140096
nation,Scotland,S92000003,2021-01-03,2224,137720
nation,Scotland,S92000003,2021-01-02,2239,135496
nation,Scotland,S92000003,2021-01-01,1159,133257
nation,Scotland,S92000003,2020-12-31,2374,132098
nation,Scotland,S92000003,2020-12-30,2963,129724
nation,Scotland,S92000003,2020-12-29,3133,126761
nation,Scotland,S92000003,2020-12-28,1804,123628
nation,Scotland,S92000003,2020-12-27,1681,121824
nation,Scotland,S92000003,2020-12-26,1050,120143
nation,Scotland,S92000003,2020-12-25,516,119093
nation,Scotland,S92000003,2020-12-24,1016,118577
nation,Scotland,S92000003,2020-12-23,1314,117561
nation,Scotland,S92000003,2020-12-22,1327,116247
nation,Scotland,S92000003,2020-12-21,1305,114920
nation,Scotland,S92000003,2020-12-20,812,113615
nation,Scotland,S92000003,2020-12-19,747,112803
nation,Scotland,S92000003,2020-12-18,920,112056
nation,Scotland,S92000003,2020-12-17,911,111136
nation,Scotland,S92000003,2020-12-16,1028,110225
nation,Scotland,S92000003,2020-12-15,1033,109197
nation,Scotland,S92000003,2020-12-14,1083,108164
nation,Scotland,S92000003,2020-12-13,721,107081
nation,Scotland,S92000003,2020-12-12,677,106360
nation,Scotland,S92000003,2020-12-11,864,105683
nation,Scotland,S92000003,2020-12-10,891,104819
nation,Scotland,S92000003,2020-12-09,996,103928
nation,Scotland,S92000003,2020-12-08,1040,102932
nation,Scotland,S92000003,2020-12-07,949,101892
nation,Scotland,S92000003,2020-12-06,643,100943
nation,Scotland,S92000003,2020-12-05,662,100300
nation,Scotland,S92000003,2020-12-04,646,99638
nation,Scotland,S92000003,2020-12-03,803,98992
nation,Scotland,S92000003,2020-12-02,948,98189
nation,Scotland,S92000003,2020-12-01,923,97241
nation,Scotland,S92000003,2020-11-30,972,96318
nation,Scotland,S92000003,2020-11-29,555,95346
nation,Scotland,S92000003,2020-11-28,571,94791
nation,Scotland,S92000003,2020-11-27,735,94220
nation,Scotland,S92000003,2020-11-26,799,93485
nation,Scotland,S92000003,2020-11-25,930,92686
nation,Scotland,S92000003,2020-11-24,990,91756
nation,Scotland,S92000003,2020-11-23,1153,90766
nation,Scotland,S92000003,2020-11-22,706,89613
nation,Scotland,S92000003,2020-11-21,762,88907
nation,Scotland,S92000003,2020-11-20,858,88145
nation,Scotland,S92000003,2020-11-19,980,87287
nation,Scotland,S92000003,2020-11-18,1111,86307
nation,Scotland,S92000003,2020-11-17,1224,85196
nation,Scotland,S92000003,2020-11-16,1274,83972
nation,Scotland,S92000003,2020-11-15,812,82698
nation,Scotland,S92000003,2020-11-14,905,81886
nation,Scotland,S92000003,2020-11-13,1053,80981
nation,Scotland,S92000003,2020-11-12,1194,79928
nation,Scotland,S92000003,2020-11-11,1248,78734
nation,Scotland,S92000003,2020-11-10,1285,77486
nation,Scotland,S92000003,2020-11-09,1295,76201
nation,Scotland,S92000003,2020-11-08,873,74906
nation,Scotland,S92000003,2020-11-07,837,74033
nation,Scotland,S92000003,2020-11-06,1131,73196
nation,Scotland,S92000003,2020-11-05,1292,72065
nation,Scotland,S92000003,2020-11-04,1300,70773
nation,Scotland,S92000003,2020-11-03,1388,69473
nation,Scotland,S92000003,2020-11-02,1474,68085
nation,Scotland,S92000003,2020-11-01,971,66611
nation,Scotland,S92000003,2020-10-31,741,65640
nation,Scotland,S92000003,2020-10-30,1089,64899
nation,Scotland,S92000003,2020-10-29,1098,63810
nation,Scotland,S92000003,2020-10-28,1265,62712
nation,Scotland,S92000003,2020-10-27,1301,61447
nation,Scotland,S92000003,2020-10-26,1344,60146
nation,Scotland,S92000003,2020-10-25,937,58802
nation,Scotland,S92000003,2020-10-24,948,57865
nation,Scotland,S92000003,2020-10-23,1280,56917
nation,Scotland,S92000003,2020-10-22,1491,55637
nation,Scotland,S92000003,2020-10-21,1578,54146
nation,Scotland,S92000003,2020-10-20,1688,52568
nation,Scotland,S92000003,2020-10-19,1354,50880
nation,Scotland,S92000003,2020-10-18,832,49526
nation,Scotland,S92000003,2020-10-17,854,48694
nation,Scotland,S92000003,2020-10-16,1250,47840
nation,Scotland,S92000003,2020-10-15,1292,46590
nation,Scotland,S92000003,2020-10-14,1288,45298
nation,Scotland,S92000003,2020-10-13,1420,44010
nation,Scotland,S92000003,2020-10-12,1352,42590
nation,Scotland,S92000003,2020-10-11,957,41238
nation,Scotland,S92000003,2020-10-10,938,40281
nation,Scotland,S92000003,2020-10-09,1095,39343
nation,Scotland,S92000003,2020-10-08,1170,38248
nation,Scotland,S92000003,2020-10-07,1252,37078
nation,Scotland,S92000003,2020-10-06,1189,35826
nation,Scotland,S92000003,2020-10-05,1099,34637
nation,Scotland,S92000003,2020-10-04,742,33538
nation,Scotland,S92000003,2020-10-03,695,32796
nation,Scotland,S92000003,2020-10-02,817,32101
nation,Scotland,S92000003,2020-10-01,778,31284
nation,Scotland,S92000003,2020-09-30,794,30506
nation,Scotland,S92000003,2020-09-29,659,29712
nation,Scotland,S92000003,2020-09-28,624,29053
nation,Scotland,S92000003,2020-09-27,357,28429
nation,Scotland,S92000003,2020-09-26,434,28072
nation,Scotland,S92000003,2020-09-25,577,27638
nation,Scotland,S92000003,2020-09-24,715,27061
nation,Scotland,S92000003,2020-09-23,567,26346
nation,Scotland,S92000003,2020-09-22,493,25779
nation,Scotland,S92000003,2020-09-21,454,25286
nation,Scotland,S92000003,2020-09-20,315,24832
nation,Scotland,S92000003,2020-09-19,232,24517
nation,Scotland,S92000003,2020-09-18,269,24285
nation,Scotland,S92000003,2020-09-17,254,24016
nation,Scotland,S92000003,2020-09-16,268,23762
nation,Scotland,S92000003,2020-09-15,227,23494
nation,Scotland,S92000003,2020-09-14,177,23267
nation,Scotland,S92000003,2020-09-13,166,23090
nation,Scotland,S92000003,2020-09-12,207,22924
nation,Scotland,S92000003,2020-09-11,210,22717
nation,Scotland,S92000003,2020-09-10,216,22507
nation,Scotland,S92000003,2020-09-09,222,22291
nation,Scotland,S92000003,2020-09-08,102,22069
nation,Scotland,S92000003,2020-09-07,167,21967
nation,Scotland,S92000003,2020-09-06,153,21800
nation,Scotland,S92000003,2020-09-05,136,21647
nation,Scotland,S92000003,2020-09-04,171,21511
nation,Scotland,S92000003,2020-09-03,200,21340
nation,Scotland,S92000003,2020-09-02,191,21140
nation,Scotland,S92000003,2020-09-01,199,20949
nation,Scotland,S92000003,2020-08-31,144,20750
nation,Scotland,S92000003,2020-08-30,102,20606
nation,Scotland,S92000003,2020-08-29,95,20504
nation,Scotland,S92000003,2020-08-28,104,20409
nation,Scotland,S92000003,2020-08-27,99,20305
nation,Scotland,S92000003,2020-08-26,97,20206
nation,Scotland,S92000003,2020-08-25,70,20109
nation,Scotland,S92000003,2020-08-24,60,20039
nation,Scotland,S92000003,2020-08-23,65,19979
nation,Scotland,S92000003,2020-08-22,47,19914
nation,Scotland,S92000003,2020-08-21,90,19867
nation,Scotland,S92000003,2020-08-20,140,19777
nation,Scotland,S92000003,2020-08-19,91,19637
nation,Scotland,S92000003,2020-08-18,77,19546
nation,Scotland,S92000003,2020-08-17,72,19469
nation,Scotland,S92000003,2020-08-16,30,19397
nation,Scotland,S92000003,2020-08-15,20,19367
nation,Scotland,S92000003,2020-08-14,50,19347
nation,Scotland,S92000003,2020-08-13,52,19297
nation,Scotland,S92000003,2020-08-12,48,19245
nation,Scotland,S92000003,2020-08-11,64,19197
nation,Scotland,S92000003,2020-08-10,57,19133
nation,Scotland,S92000003,2020-08-09,26,19076
nation,Scotland,S92000003,2020-08-08,27,19050
nation,Scotland,S92000003,2020-08-07,46,19023
nation,Scotland,S92000003,2020-08-06,62,18977
nation,Scotland,S92000003,2020-08-05,64,18915
nation,Scotland,S92000003,2020-08-04,57,18851
nation,Scotland,S92000003,2020-08-03,60,18794
nation,Scotland,S92000003,2020-08-02,19,18734
nation,Scotland,S92000003,2020-08-01,22,18715
nation,Scotland,S92000003,2020-07-31,21,18693
nation,Scotland,S92000003,2020-07-30,27,18672
nation,Scotland,S92000003,2020-07-29,28,18645
nation,Scotland,S92000003,2020-07-28,22,18617
nation,Scotland,S92000003,2020-07-27,13,18595
nation,Scotland,S92000003,2020-07-26,7,18582
nation,Scotland,S92000003,2020-07-25,3,18575
nation,Scotland,S92000003,2020-07-24,11,18572
nation,Scotland,S92000003,2020-07-23,23,18561
nation,Scotland,S92000003,2020-07-22,16,18538
nation,Scotland,S92000003,2020-07-21,19,18522
nation,Scotland,S92000003,2020-07-20,13,18503
nation,Scotland,S92000003,2020-07-19,17,18490
nation,Scotland,S92000003,2020-07-18,13,18473
nation,Scotland,S92000003,2020-07-17,8,18460
nation,Scotland,S92000003,2020-07-16,21,18452
nation,Scotland,S92000003,2020-07-15,16,18431
nation,Scotland,S92000003,2020-07-14,10,18415
nation,Scotland,S92000003,2020-07-13,18,18405
nation,Scotland,S92000003,2020-07-12,2,18387
nation,Scotland,S92000003,2020-07-11,9,18385
nation,Scotland,S92000003,2020-07-10,12,18376
nation,Scotland,S92000003,2020-07-09,8,18364
nation,Scotland,S92000003,2020-07-08,10,18356
nation,Scotland,S92000003,2020-07-07,11,18346
nation,Scotland,S92000003,2020-07-06,8,18335
nation,Scotland,S92000003,2020-07-05,2,18327
nation,Scotland,S92000003,2020-07-04,5,18325
nation,Scotland,S92000003,2020-07-03,6,18320
nation,Scotland,S92000003,2020-07-02,13,18314
nation,Scotland,S92000003,2020-07-01,11,18301
nation,Scotland,S92000003,2020-06-30,8,18290
nation,Scotland,S92000003,2020-06-29,14,18282
nation,Scotland,S92000003,2020-06-28,3,18268
nation,Scotland,S92000003,2020-06-27,4,18265
nation,Scotland,S92000003,2020-06-26,6,18261
nation,Scotland,S92000003,2020-06-25,19,18255
nation,Scotland,S92000003,2020-06-24,8,18236
nation,Scotland,S92000003,2020-06-23,20,18228
nation,Scotland,S92000003,2020-06-22,10,18208
nation,Scotland,S92000003,2020-06-21,9,18198
nation,Scotland,S92000003,2020-06-20,6,18189
nation,Scotland,S92000003,2020-06-19,24,18183
nation,Scotland,S92000003,2020-06-18,14,18159
nation,Scotland,S92000003,2020-06-17,33,18145
nation,Scotland,S92000003,2020-06-16,17,18112
nation,Scotland,S92000003,2020-06-15,21,18095
nation,Scotland,S92000003,2020-06-14,13,18074
nation,Scotland,S92000003,2020-06-13,22,18061
nation,Scotland,S92000003,2020-06-12,30,18039
nation,Scotland,S92000003,2020-06-11,21,18009
nation,Scotland,S92000003,2020-06-10,29,17988
nation,Scotland,S92000003,2020-06-09,27,17959
nation,Scotland,S92000003,2020-06-08,18,17932
nation,Scotland,S92000003,2020-06-07,17,17914
nation,Scotland,S92000003,2020-06-06,22,17897
nation,Scotland,S92000003,2020-06-05,24,17875
nation,Scotland,S92000003,2020-06-04,35,17851
nation,Scotland,S92000003,2020-06-03,34,17816
nation,Scotland,S92000003,2020-06-02,46,17782
nation,Scotland,S92000003,2020-06-01,38,17736
nation,Scotland,S92000003,2020-05-31,23,17698
nation,Scotland,S92000003,2020-05-30,40,17675
nation,Scotland,S92000003,2020-05-29,30,17635
nation,Scotland,S92000003,2020-05-28,55,17605
nation,Scotland,S92000003,2020-05-27,66,17550
nation,Scotland,S92000003,2020-05-26,478,17484
nation,Scotland,S92000003,2020-05-25,96,17006
nation,Scotland,S92000003,2020-05-24,53,16910
nation,Scotland,S92000003,2020-05-23,50,16857
nation,Scotland,S92000003,2020-05-22,91,16807
nation,Scotland,S92000003,2020-05-21,111,16716
nation,Scotland,S92000003,2020-05-20,121,16605
nation,Scotland,S92000003,2020-05-19,182,16484
nation,Scotland,S92000003,2020-05-18,141,16302
nation,Scotland,S92000003,2020-05-17,93,16161
nation,Scotland,S92000003,2020-05-16,103,16068
nation,Scotland,S92000003,2020-05-15,151,15965
nation,Scotland,S92000003,2020-05-14,211,15814
nation,Scotland,S92000003,2020-05-13,198,15603
nation,Scotland,S92000003,2020-05-12,231,15405
nation,Scotland,S92000003,2020-05-11,264,15174
nation,Scotland,S92000003,2020-05-10,153,14910
nation,Scotland,S92000003,2020-05-09,180,14757
nation,Scotland,S92000003,2020-05-08,257,14577
nation,Scotland,S92000003,2020-05-07,297,14320
nation,Scotland,S92000003,2020-05-06,307,14023
nation,Scotland,S92000003,2020-05-05,288,13716
nation,Scotland,S92000003,2020-05-04,333,13428
nation,Scotland,S92000003,2020-05-03,197,13095
nation,Scotland,S92000003,2020-05-02,222,12898
nation,Scotland,S92000003,2020-05-01,375,12676
nation,Scotland,S92000003,2020-04-30,337,12301
nation,Scotland,S92000003,2020-04-29,431,11964
nation,Scotland,S92000003,2020-04-28,383,11533
nation,Scotland,S92000003,2020-04-27,434,11150
nation,Scotland,S92000003,2020-04-26,171,10716
nation,Scotland,S92000003,2020-04-25,184,10545
nation,Scotland,S92000003,2020-04-24,306,10361
nation,Scotland,S92000003,2020-04-23,313,10055
nation,Scotland,S92000003,2020-04-22,340,9742
nation,Scotland,S92000003,2020-04-21,400,9402
nation,Scotland,S92000003,2020-04-20,348,9002
nation,Scotland,S92000003,2020-04-19,159,8654
nation,Scotland,S92000003,2020-04-18,264,8495
nation,Scotland,S92000003,2020-04-17,394,8231
nation,Scotland,S92000003,2020-04-16,428,7837
nation,Scotland,S92000003,2020-04-15,331,7409
nation,Scotland,S92000003,2020-04-14,346,7078
nation,Scotland,S92000003,2020-04-13,359,6732
nation,Scotland,S92000003,2020-04-12,220,6373
nation,Scotland,S92000003,2020-04-11,182,6153
nation,Scotland,S92000003,2020-04-10,329,5971
nation,Scotland,S92000003,2020-04-09,304,5642
nation,Scotland,S92000003,2020-04-08,343,5338
nation,Scotland,S92000003,2020-04-07,351,4995
nation,Scotland,S92000003,2020-04-06,404,4644
nation,Scotland,S92000003,2020-04-05,225,4240
nation,Scotland,S92000003,2020-04-04,260,4015
nation,Scotland,S92000003,2020-04-03,381,3755
nation,Scotland,S92000003,2020-04-02,355,3374
nation,Scotland,S92000003,2020-04-01,385,3019
nation,Scotland,S92000003,2020-03-31,341,2634
nation,Scotland,S92000003,2020-03-30,317,2293
nation,Scotland,S92000003,2020-03-29,197,1976
nation,Scotland,S92000003,2020-03-28,205,1779
nation,Scotland,S92000003,2020-03-27,272,1574
nation,Scotland,S92000003,2020-03-26,221,1302
nation,Scotland,S92000003,2020-03-25,190,1081
nation,Scotland,S92000003,2020-03-24,165,891
nation,Scotland,S92000003,2020-03-23,136,726
nation,Scotland,S92000003,2020-03-22,74,590
nation,Scotland,S92000003,2020-03-21,67,516
nation,Scotland,S92000003,2020-03-20,84,449
nation,Scotland,S92000003,2020-03-19,50,365
nation,Scotland,S92000003,2020-03-18,42,315
nation,Scotland,S92000003,2020-03-17,42,273
nation,Scotland,S92000003,2020-03-16,21,231
nation,Scotland,S92000003,2020-03-15,12,210
nation,Scotland,S92000003,2020-03-14,19,198
nation,Scotland,S92000003,2020-03-13,48,179
nation,Scotland,S92000003,2020-03-12,38,131
nation,Scotland,S92000003,2020-03-11,26,93
nation,Scotland,S92000003,2020-03-10,21,67
nation,Scotland,S92000003,2020-03-09,16,46
nation,Scotland,S92000003,2020-03-08,3,30
nation,Scotland,S92000003,2020-03-07,5,27
nation,Scotland,S92000003,2020-03-06,6,22
nation,Scotland,S92000003,2020-03-05,2,16
nation,Scotland,S92000003,2020-03-04,6,14
nation,Scotland,S92000003,2020-03-03,3,8
nation,Scotland,S92000003,2020-03-02,1,5
nation,Scotland,S92000003,2020-03-01,2,4
nation,Scotland,S92000003,2020-02-29,0,2
nation,Scotland,S92000003,2020-02-28,1,2
nation,Wales,W92000004,2021-07-29,398,241562
nation,Wales,W92000004,2021-07-28,653,241164
nation,Wales,W92000004,2021-07-27,760,240511
nation,Wales,W92000004,2021-07-26,751,239751
nation,Wales,W92000004,2021-07-25,529,239000
nation,Wales,W92000004,2021-07-24,582,238471
nation,Wales,W92000004,2021-07-23,685,237889
nation,Wales,W92000004,2021-07-22,822,237204
nation,Wales,W92000004,2021-07-21,802,236382
nation,Wales,W92000004,2021-07-20,821,235580
nation,Wales,W92000004,2021-07-19,910,234759
nation,Wales,W92000004,2021-07-18,619,233849
nation,Wales,W92000004,2021-07-17,639,233230
nation,Wales,W92000004,2021-07-16,954,232591
nation,Wales,W92000004,2021-07-15,1119,231637
nation,Wales,W92000004,2021-07-14,1206,230518
nation,Wales,W92000004,2021-07-13,1098,229312
nation,Wales,W92000004,2021-07-12,915,228214
nation,Wales,W92000004,2021-07-11,714,227299
nation,Wales,W92000004,2021-07-10,655,226585
nation,Wales,W92000004,2021-07-09,778,225930
nation,Wales,W92000004,2021-07-08,713,225152
nation,Wales,W92000004,2021-07-07,777,224439
nation,Wales,W92000004,2021-07-06,771,223662
nation,Wales,W92000004,2021-07-05,777,222891
nation,Wales,W92000004,2021-07-04,555,222114
nation,Wales,W92000004,2021-07-03,496,221559
nation,Wales,W92000004,2021-07-02,577,221063
nation,Wales,W92000004,2021-07-01,645,220486
nation,Wales,W92000004,2021-06-30,596,219841
nation,Wales,W92000004,2021-06-29,637,219245
nation,Wales,W92000004,2021-06-28,628,218608
nation,Wales,W92000004,2021-06-27,364,217980
nation,Wales,W92000004,2021-06-26,252,217616
nation,Wales,W92000004,2021-06-25,376,217364
nation,Wales,W92000004,2021-06-24,413,216988
nation,Wales,W92000004,2021-06-23,413,216575
nation,Wales,W92000004,2021-06-22,343,216162
nation,Wales,W92000004,2021-06-21,342,215819
nation,Wales,W92000004,2021-06-20,187,215477
nation,Wales,W92000004,2021-06-19,195,215290
nation,Wales,W92000004,2021-06-18,174,215095
nation,Wales,W92000004,2021-06-17,222,214921
nation,Wales,W92000004,2021-06-16,189,214699
nation,Wales,W92000004,2021-06-15,194,214510
nation,Wales,W92000004,2021-06-14,159,214316
nation,Wales,W92000004,2021-06-13,112,214157
nation,Wales,W92000004,2021-06-12,86,214045
nation,Wales,W92000004,2021-06-11,130,213959
nation,Wales,W92000004,2021-06-10,139,213829
nation,Wales,W92000004,2021-06-09,129,213690
nation,Wales,W92000004,2021-06-08,116,213561
nation,Wales,W92000004,2021-06-07,105,213445
nation,Wales,W92000004,2021-06-06,68,213340
nation,Wales,W92000004,2021-06-05,76,213272
nation,Wales,W92000004,2021-06-04,65,213196
nation,Wales,W92000004,2021-06-03,88,213131
nation,Wales,W92000004,2021-06-02,80,213043
nation,Wales,W92000004,2021-06-01,59,212963
nation,Wales,W92000004,2021-05-31,60,212904
nation,Wales,W92000004,2021-05-30,39,212844
nation,Wales,W92000004,2021-05-29,41,212805
nation,Wales,W92000004,2021-05-28,40,212764
nation,Wales,W92000004,2021-05-27,36,212724
nation,Wales,W92000004,2021-05-26,30,212688
nation,Wales,W92000004,2021-05-25,50,212658
nation,Wales,W92000004,2021-05-24,41,212608
