Entity,Code,Day,people_fully_vaccinated_per_hundred
Nebraska,,2021-03-01,8.26
Nebraska,,2021-03-02,8.4
Nebraska,,2021-03-03,8.69
Nebraska,,2021-03-04,9.07
Nebraska,,2021-03-05,9.57
Nebraska,,2021-03-06,9.6
Nebraska,,2021-03-07,10.03
Nebraska,,2021-03-08,10.55
Nebraska,,2021-03-09,10.82
Nebraska,,2021-03-10,11.12
Nebraska,,2021-03-11,11.71
Nebraska,,2021-03-12,12.43
Nebraska,,2021-03-13,12.79
Nebraska,,2021-03-14,12.79
Nebraska,,2021-03-15,12.99
Nebraska,,2021-03-16,13.36
Nebraska,,2021-03-17,13.74
Nebraska,,2021-03-18,14.28
Nebraska,,2021-03-19,14.8
Nebraska,,2021-03-20,14.82
Nebraska,,2021-03-21,15.02
Nebraska,,2021-03-22,15.25
Nebraska,,2021-03-23,15.4
Nebraska,,2021-03-24,15.61
Nebraska,,2021-03-25,15.96
Nebraska,,2021-03-26,16.48
Nebraska,,2021-03-27,16.51
Nebraska,,2021-03-28,16.98
Nebraska,,2021-03-29,17.43
Nebraska,,2021-03-30,17.98
Nebraska,,2021-03-31,18.71
Nebraska,,2021-04-01,19.29
Nebraska,,2021-04-02,19.88
Nebraska,,2021-04-03,19.91
Nebraska,,2021-04-04,20.41
Nebraska,,2021-04-05,20.8
Nebraska,,2021-04-06,21.12
Nebraska,,2021-04-07,21.55
Nebraska,,2021-04-08,22.03
Nebraska,,2021-04-09,22.67
Nebraska,,2021-04-10,22.71
Nebraska,,2021-04-11,23.47
Nebraska,,2021-04-12,23.88
Nebraska,,2021-04-13,25.1
Nebraska,,2021-04-14,25.69
Nebraska,,2021-04-15,26.31
Nebraska,,2021-04-16,27.13
Nebraska,,2021-04-17,27.15
Nebraska,,2021-04-18,27.53
Nebraska,,2021-04-19,27.74
Nebraska,,2021-04-20,28.23
Nebraska,,2021-04-21,28.58
Nebraska,,2021-04-22,29.35
Nebraska,,2021-04-23,29.68
Nebraska,,2021-04-24,29.91
Nebraska,,2021-04-25,29.94
Nebraska,,2021-04-26,31.21
Nebraska,,2021-04-27,31.22
Nebraska,,2021-04-28,31.88
Nebraska,,2021-04-29,32.38
Nebraska,,2021-04-30,32.39
Nebraska,,2021-05-01,32.43
Nebraska,,2021-05-02,33.48
Nebraska,,2021-05-03,34.45
Nebraska,,2021-05-04,34.46
Nebraska,,2021-05-05,34.7
Nebraska,,2021-05-06,35.24
Nebraska,,2021-05-07,35.76
Nebraska,,2021-05-08,36.39
Nebraska,,2021-05-09,37.06
Nebraska,,2021-05-10,37.96
Nebraska,,2021-05-11,38.39
Nebraska,,2021-05-12,38.41
Nebraska,,2021-05-13,38.77
Nebraska,,2021-05-14,39.07
Nebraska,,2021-05-15,39.08
Nebraska,,2021-05-16,39.09
Nebraska,,2021-05-17,39.86
Nebraska,,2021-05-18,39.98
Nebraska,,2021-05-19,39.98
Nebraska,,2021-05-20,40.34
Nebraska,,2021-05-21,40.36
Nebraska,,2021-05-22,40.93
Nebraska,,2021-05-23,41.14
Nebraska,,2021-05-24,41.15
Nebraska,,2021-05-25,41.33
Nebraska,,2021-05-26,41.34
Nebraska,,2021-05-27,41.7
Nebraska,,2021-05-28,41.71
Nebraska,,2021-05-29,42.14
Nebraska,,2021-05-30,42.14
Nebraska,,2021-06-01,42.42
Nebraska,,2021-06-02,42.46
Nebraska,,2021-06-03,42.46
Nebraska,,2021-06-04,42.75
Nebraska,,2021-06-05,42.75
Nebraska,,2021-06-06,42.96
Nebraska,,2021-06-07,42.96
Nebraska,,2021-06-08,43.42
Nebraska,,2021-06-09,43.56
Nebraska,,2021-06-10,43.78
Nebraska,,2021-06-11,43.78
Nebraska,,2021-06-12,43.99
Nebraska,,2021-06-13,44.22
Nebraska,,2021-06-14,44.23
Nebraska,,2021-06-15,44.59
Nebraska,,2021-06-16,44.6
Nebraska,,2021-06-17,44.96
Nebraska,,2021-06-18,45.14
Nebraska,,2021-06-19,45.15
Nebraska,,2021-06-20,45.15
Nebraska,,2021-06-21,45.16
Nebraska,,2021-06-22,45.68
Nebraska,,2021-06-23,45.77
Nebraska,,2021-06-24,46.95
Nebraska,,2021-06-25,47.08
Nebraska,,2021-06-26,47.08
Nebraska,,2021-06-27,47.09
Nebraska,,2021-06-28,47.41
Nebraska,,2021-06-29,47.49
Nebraska,,2021-06-30,47.69
Nebraska,,2021-07-01,47.79
Nebraska,,2021-07-02,47.8
Nebraska,,2021-07-03,47.8
Nebraska,,2021-07-04,47.81
Nebraska,,2021-07-06,48.01
Nebraska,,2021-07-07,48.01
Nebraska,,2021-07-08,48.16
Nebraska,,2021-07-09,48.16
Nebraska,,2021-07-10,48.17
Nebraska,,2021-07-11,48.17
Nebraska,,2021-07-12,48.44
Nebraska,,2021-07-13,48.46
Nebraska,,2021-07-14,48.51
Nebraska,,2021-07-15,48.51
Nebraska,,2021-07-16,48.68
Nebraska,,2021-07-17,48.69
Nebraska,,2021-07-18,48.69
Nebraska,,2021-07-19,48.86
Nebraska,,2021-07-20,48.85
Nebraska,,2021-07-21,48.93
Nebraska,,2021-07-22,48.93
Nebraska,,2021-07-23,48.94
Nebraska,,2021-07-24,49.14
Nebraska,,2021-07-25,49.19
Nebraska,,2021-07-26,49.19
Nebraska,,2021-07-27,49.27
Nebraska,,2021-07-28,49.31
Nevada,,2021-01-12,0.28
Nevada,,2021-01-13,0.28
Nevada,,2021-01-15,0.5
Nevada,,2021-01-19,0.54
Nevada,,2021-01-20,0.56
Nevada,,2021-01-21,0.63
Nevada,,2021-01-22,0.66
Nevada,,2021-01-23,0.68
Nevada,,2021-01-24,0.72
Nevada,,2021-01-25,0.72
Nevada,,2021-01-26,0.73
Nevada,,2021-01-27,0.77
Nevada,,2021-01-28,0.85
Nevada,,2021-01-29,0.95
Nevada,,2021-01-30,1.03
Nevada,,2021-01-31,1.1
Nevada,,2021-02-01,1.15
Nevada,,2021-02-02,1.22
Nevada,,2021-02-03,1.34
Nevada,,2021-02-04,1.48
Nevada,,2021-02-05,1.62
Nevada,,2021-02-06,1.83
Nevada,,2021-02-07,2.03
Nevada,,2021-02-08,2.17
Nevada,,2021-02-09,2.2
Nevada,,2021-02-10,2.37
Nevada,,2021-02-11,2.52
Nevada,,2021-02-12,2.71
Nevada,,2021-02-13,2.94
Nevada,,2021-02-14,3.2
Nevada,,2021-02-16,3.5
Nevada,,2021-02-17,3.57
Nevada,,2021-02-18,3.83
Nevada,,2021-02-19,4.5
Nevada,,2021-02-20,5.11
Nevada,,2021-02-21,5.37
Nevada,,2021-02-22,5.67
Nevada,,2021-02-23,5.91
Nevada,,2021-02-24,6.04
Nevada,,2021-02-25,6.25
Nevada,,2021-02-26,6.61
Nevada,,2021-02-27,7.02
Nevada,,2021-02-28,7.33
Nevada,,2021-03-01,7.74
Nevada,,2021-03-02,7.87
Nevada,,2021-03-03,8.03
Nevada,,2021-03-04,8.23
Nevada,,2021-03-05,8.48
Nevada,,2021-03-06,8.82
Nevada,,2021-03-07,9.17
Nevada,,2021-03-08,9.57
Nevada,,2021-03-09,9.69
Nevada,,2021-03-10,9.88
Nevada,,2021-03-11,10.28
Nevada,,2021-03-12,10.66
Nevada,,2021-03-13,11.04
Nevada,,2021-03-14,11.45
Nevada,,2021-03-15,11.7
Nevada,,2021-03-16,11.8
Nevada,,2021-03-17,12.04
Nevada,,2021-03-18,12.3
Nevada,,2021-03-19,12.55
Nevada,,2021-03-20,12.93
Nevada,,2021-03-21,13.33
Nevada,,2021-03-22,13.54
Nevada,,2021-03-23,13.59
Nevada,,2021-03-24,13.74
Nevada,,2021-03-25,14.09
Nevada,,2021-03-26,14.49
Nevada,,2021-03-27,14.9
Nevada,,2021-03-28,15.34
Nevada,,2021-03-29,15.71
Nevada,,2021-03-30,15.81
Nevada,,2021-03-31,15.98
Nevada,,2021-04-01,16.29
Nevada,,2021-04-02,16.71
Nevada,,2021-04-03,17.24
Nevada,,2021-04-04,17.81
Nevada,,2021-04-05,18.15
Nevada,,2021-04-06,18.21
Nevada,,2021-04-07,18.5
Nevada,,2021-04-08,19.03
Nevada,,2021-04-09,19.61
Nevada,,2021-04-10,20.27
Nevada,,2021-04-11,20.92
Nevada,,2021-04-12,21.51
Nevada,,2021-04-13,21.64
Nevada,,2021-04-14,21.96
Nevada,,2021-04-15,22.55
Nevada,,2021-04-16,22.99
Nevada,,2021-04-17,23.43
Nevada,,2021-04-18,23.99
Nevada,,2021-04-19,24.4
Nevada,,2021-04-20,24.52
Nevada,,2021-04-21,24.81
Nevada,,2021-04-22,25.2
Nevada,,2021-04-23,25.54
Nevada,,2021-04-24,25.86
Nevada,,2021-04-25,26.25
Nevada,,2021-04-26,26.55
Nevada,,2021-04-27,26.65
Nevada,,2021-04-28,26.89
Nevada,,2021-04-29,27.33
Nevada,,2021-04-30,27.82
Nevada,,2021-05-01,28.36
Nevada,,2021-05-02,28.86
Nevada,,2021-05-03,29.12
Nevada,,2021-05-04,29.17
Nevada,,2021-05-05,29.44
Nevada,,2021-05-06,29.97
Nevada,,2021-05-07,30.42
Nevada,,2021-05-08,30.91
Nevada,,2021-05-09,31.46
Nevada,,2021-05-10,31.85
Nevada,,2021-05-11,32.04
Nevada,,2021-05-12,32.33
Nevada,,2021-05-13,32.71
Nevada,,2021-05-14,33
Nevada,,2021-05-15,33.39
Nevada,,2021-05-16,33.8
Nevada,,2021-05-17,33.98
Nevada,,2021-05-18,34.08
Nevada,,2021-05-19,34.25
Nevada,,2021-05-20,34.5
Nevada,,2021-05-21,34.83
Nevada,,2021-05-22,35.16
Nevada,,2021-05-23,35.42
Nevada,,2021-05-24,35.64
Nevada,,2021-05-25,35.72
Nevada,,2021-05-26,35.88
Nevada,,2021-05-27,36.13
Nevada,,2021-05-28,36.36
Nevada,,2021-05-29,36.58
Nevada,,2021-05-30,36.78
Nevada,,2021-06-01,36.99
Nevada,,2021-06-02,37.05
Nevada,,2021-06-03,37.2
Nevada,,2021-06-04,37.37
Nevada,,2021-06-05,37.38
Nevada,,2021-06-06,37.56
Nevada,,2021-06-07,37.95
Nevada,,2021-06-08,38.06
Nevada,,2021-06-09,38.07
Nevada,,2021-06-10,38.21
Nevada,,2021-06-11,38.44
Nevada,,2021-06-12,38.74
Nevada,,2021-06-13,38.91
Nevada,,2021-06-14,39.1
Nevada,,2021-06-15,39.24
Nevada,,2021-06-16,39.65
Nevada,,2021-06-17,39.81
Nevada,,2021-06-18,40.05
Nevada,,2021-06-19,40.24
Nevada,,2021-06-20,40.37
Nevada,,2021-06-21,40.58
Nevada,,2021-06-22,40.66
Nevada,,2021-06-23,40.75
Nevada,,2021-06-24,40.87
Nevada,,2021-06-25,40.87
Nevada,,2021-06-26,41.1
Nevada,,2021-06-27,41.48
Nevada,,2021-06-28,41.76
Nevada,,2021-06-29,41.84
Nevada,,2021-06-30,41.94
Nevada,,2021-07-01,42.07
Nevada,,2021-07-02,42.17
Nevada,,2021-07-03,42.26
Nevada,,2021-07-04,42.39
Nevada,,2021-07-06,42.5
Nevada,,2021-07-07,42.55
Nevada,,2021-07-08,42.64
Nevada,,2021-07-09,42.74
Nevada,,2021-07-10,42.82
Nevada,,2021-07-11,42.89
Nevada,,2021-07-12,42.96
Nevada,,2021-07-13,43.01
Nevada,,2021-07-14,43.08
Nevada,,2021-07-15,43.14
Nevada,,2021-07-16,43.21
Nevada,,2021-07-17,43.29
Nevada,,2021-07-18,43.37
Nevada,,2021-07-19,43.43
Nevada,,2021-07-20,43.49
Nevada,,2021-07-21,43.56
Nevada,,2021-07-22,43.64
Nevada,,2021-07-23,43.72
Nevada,,2021-07-24,43.82
Nevada,,2021-07-25,43.9
Nevada,,2021-07-26,43.99
Nevada,,2021-07-27,44.05
Nevada,,2021-07-28,44.11
New Hampshire,,2021-01-12,0
New Hampshire,,2021-01-13,0
New Hampshire,,2021-01-15,0.42
New Hampshire,,2021-01-19,0.52
New Hampshire,,2021-01-20,0.59
New Hampshire,,2021-01-21,0.76
New Hampshire,,2021-01-22,0.92
New Hampshire,,2021-01-23,0.97
New Hampshire,,2021-01-24,0.98
New Hampshire,,2021-01-25,1.02
New Hampshire,,2021-01-26,1.14
New Hampshire,,2021-01-27,1.34
New Hampshire,,2021-01-28,1.6
New Hampshire,,2021-01-29,1.84
New Hampshire,,2021-01-30,2.03
New Hampshire,,2021-01-31,2.19
New Hampshire,,2021-02-01,2.24
New Hampshire,,2021-02-02,2.38
New Hampshire,,2021-02-03,2.51
New Hampshire,,2021-02-04,2.71
New Hampshire,,2021-02-05,2.98
New Hampshire,,2021-02-06,3.23
New Hampshire,,2021-02-07,3.35
New Hampshire,,2021-02-08,3.39
New Hampshire,,2021-02-09,3.49
New Hampshire,,2021-02-10,3.72
New Hampshire,,2021-02-11,3.91
New Hampshire,,2021-02-12,4.1
New Hampshire,,2021-02-13,4.37
New Hampshire,,2021-02-14,4.53
New Hampshire,,2021-02-16,4.8
New Hampshire,,2021-02-17,4.86
New Hampshire,,2021-02-18,5.12
New Hampshire,,2021-02-19,5.5
New Hampshire,,2021-02-20,5.76
New Hampshire,,2021-02-21,5.99
New Hampshire,,2021-02-22,6.27
New Hampshire,,2021-02-23,6.35
New Hampshire,,2021-02-24,6.54
New Hampshire,,2021-02-25,6.74
New Hampshire,,2021-02-26,6.97
New Hampshire,,2021-02-27,7.18
New Hampshire,,2021-02-28,7.35
New Hampshire,,2021-03-01,7.37
New Hampshire,,2021-03-02,7.44
New Hampshire,,2021-03-03,7.61
New Hampshire,,2021-03-04,7.84
New Hampshire,,2021-03-05,8.06
New Hampshire,,2021-03-06,8.41
New Hampshire,,2021-03-07,8.62
New Hampshire,,2021-03-08,8.83
New Hampshire,,2021-03-09,9.08
New Hampshire,,2021-03-10,9.44
New Hampshire,,2021-03-11,9.91
New Hampshire,,2021-03-12,10.36
New Hampshire,,2021-03-13,11.08
New Hampshire,,2021-03-14,11.45
New Hampshire,,2021-03-15,11.63
New Hampshire,,2021-03-16,11.84
New Hampshire,,2021-03-17,12
New Hampshire,,2021-03-18,12.33
New Hampshire,,2021-03-19,12.69
New Hampshire,,2021-03-20,13.09
New Hampshire,,2021-03-21,13.6
New Hampshire,,2021-03-22,14.01
New Hampshire,,2021-03-23,14.32
New Hampshire,,2021-03-24,14.72
New Hampshire,,2021-03-25,15.19
New Hampshire,,2021-03-26,15.56
New Hampshire,,2021-03-27,16.15
New Hampshire,,2021-03-28,16.79
New Hampshire,,2021-03-29,16.99
New Hampshire,,2021-03-30,17.22
New Hampshire,,2021-03-31,17.64
New Hampshire,,2021-04-01,18.19
New Hampshire,,2021-04-02,18.56
New Hampshire,,2021-04-03,19.2
New Hampshire,,2021-04-04,19.73
New Hampshire,,2021-04-05,19.87
New Hampshire,,2021-04-06,20.1
New Hampshire,,2021-04-07,20.78
New Hampshire,,2021-04-08,21.56
New Hampshire,,2021-04-09,22.16
New Hampshire,,2021-04-10,23.07
New Hampshire,,2021-04-11,24.07
New Hampshire,,2021-04-12,24.99
New Hampshire,,2021-04-13,25.47
New Hampshire,,2021-04-14,25.87
New Hampshire,,2021-04-15,26.72
New Hampshire,,2021-04-16,27.37
New Hampshire,,2021-04-17,27.93
New Hampshire,,2021-04-18,28.45
New Hampshire,,2021-04-19,28.59
New Hampshire,,2021-04-20,28.75
New Hampshire,,2021-04-21,28.97
New Hampshire,,2021-04-22,29.11
New Hampshire,,2021-04-23,29.25
New Hampshire,,2021-04-24,29.37
New Hampshire,,2021-04-25,29.43
New Hampshire,,2021-04-26,29.48
New Hampshire,,2021-04-27,29.5
New Hampshire,,2021-04-28,29.59
New Hampshire,,2021-04-29,29.69
New Hampshire,,2021-04-30,29.77
New Hampshire,,2021-05-01,29.89
New Hampshire,,2021-05-02,30
New Hampshire,,2021-05-03,30.07
New Hampshire,,2021-05-04,30.18
New Hampshire,,2021-05-05,30.26
New Hampshire,,2021-05-06,30.26
New Hampshire,,2021-05-07,32.9
New Hampshire,,2021-05-08,33.03
New Hampshire,,2021-05-09,33.13
New Hampshire,,2021-05-10,33.22
New Hampshire,,2021-05-11,33.27
New Hampshire,,2021-05-12,33.42
New Hampshire,,2021-05-13,35.18
New Hampshire,,2021-05-14,35.28
New Hampshire,,2021-05-15,35.4
New Hampshire,,2021-05-16,35.51
New Hampshire,,2021-05-17,35.58
New Hampshire,,2021-05-18,35.7
New Hampshire,,2021-05-19,37.93
New Hampshire,,2021-05-20,38.04
New Hampshire,,2021-05-21,40.85
New Hampshire,,2021-05-22,40.96
New Hampshire,,2021-05-23,41.08
New Hampshire,,2021-05-24,41.26
New Hampshire,,2021-05-25,41.32
New Hampshire,,2021-05-26,41.39
New Hampshire,,2021-05-27,47.99
New Hampshire,,2021-05-28,48.45
New Hampshire,,2021-05-29,48.47
New Hampshire,,2021-05-30,48.49
New Hampshire,,2021-06-01,49.22
New Hampshire,,2021-06-02,49.64
New Hampshire,,2021-06-03,49.66
New Hampshire,,2021-06-04,50
New Hampshire,,2021-06-05,50.35
New Hampshire,,2021-06-06,50.37
New Hampshire,,2021-06-07,50.99
New Hampshire,,2021-06-08,52.28
New Hampshire,,2021-06-09,52.3
New Hampshire,,2021-06-10,52.62
New Hampshire,,2021-06-11,52.86
New Hampshire,,2021-06-12,53.11
New Hampshire,,2021-06-13,53.14
New Hampshire,,2021-06-14,53.18
New Hampshire,,2021-06-15,53.69
New Hampshire,,2021-06-16,54.12
New Hampshire,,2021-06-17,54.34
New Hampshire,,2021-06-18,54.36
New Hampshire,,2021-06-19,54.67
New Hampshire,,2021-06-20,54.7
New Hampshire,,2021-06-21,54.86
New Hampshire,,2021-06-22,54.87
New Hampshire,,2021-06-23,54.88
New Hampshire,,2021-06-24,54.9
New Hampshire,,2021-06-25,55.2
New Hampshire,,2021-06-26,55.22
New Hampshire,,2021-06-27,55.24
New Hampshire,,2021-06-28,55.55
New Hampshire,,2021-06-29,55.56
New Hampshire,,2021-06-30,55.58
New Hampshire,,2021-07-01,56.07
New Hampshire,,2021-07-02,56.15
New Hampshire,,2021-07-03,56.68
New Hampshire,,2021-07-04,56.69
New Hampshire,,2021-07-06,56.74
New Hampshire,,2021-07-07,56.76
New Hampshire,,2021-07-08,57.05
New Hampshire,,2021-07-09,57.11
New Hampshire,,2021-07-10,57.16
New Hampshire,,2021-07-11,57.21
New Hampshire,,2021-07-12,57.35
New Hampshire,,2021-07-13,57.39
New Hampshire,,2021-07-14,57.42
New Hampshire,,2021-07-15,57.48
New Hampshire,,2021-07-16,57.56
New Hampshire,,2021-07-17,57.6
New Hampshire,,2021-07-18,57.65
New Hampshire,,2021-07-19,57.69
New Hampshire,,2021-07-20,57.78
New Hampshire,,2021-07-21,57.82
New Hampshire,,2021-07-22,57.87
New Hampshire,,2021-07-23,57.9
New Hampshire,,2021-07-24,57.95
New Hampshire,,2021-07-25,57.98
New Hampshire,,2021-07-26,58.02
New Hampshire,,2021-07-27,58.03
New Hampshire,,2021-07-28,58.16
New Jersey,,2021-01-12,0.16
New Jersey,,2021-01-13,0.3
New Jersey,,2021-01-15,0.41
New Jersey,,2021-01-19,0.49
New Jersey,,2021-01-20,0.56
New Jersey,,2021-01-21,0.56
New Jersey,,2021-01-22,0.63
New Jersey,,2021-01-23,0.69
New Jersey,,2021-01-24,0.73
New Jersey,,2021-01-25,0.78
New Jersey,,2021-01-26,0.81
New Jersey,,2021-01-27,0.9
New Jersey,,2021-01-28,0.99
New Jersey,,2021-01-29,1.22
New Jersey,,2021-01-30,1.33
New Jersey,,2021-01-31,1.39
New Jersey,,2021-02-01,1.44
New Jersey,,2021-02-02,1.54
New Jersey,,2021-02-03,1.64
New Jersey,,2021-02-04,1.64
New Jersey,,2021-02-05,1.77
New Jersey,,2021-02-06,2.24
New Jersey,,2021-02-07,2.37
New Jersey,,2021-02-08,2.49
New Jersey,,2021-02-09,2.71
New Jersey,,2021-02-10,2.93
New Jersey,,2021-02-11,3.15
New Jersey,,2021-02-12,3.44
New Jersey,,2021-02-13,3.75
New Jersey,,2021-02-14,3.95
New Jersey,,2021-02-16,4.32
New Jersey,,2021-02-17,4.58
New Jersey,,2021-02-18,4.88
New Jersey,,2021-02-19,5.17
New Jersey,,2021-02-20,5.46
New Jersey,,2021-02-21,5.75
New Jersey,,2021-02-22,6.21
New Jersey,,2021-02-23,6.49
New Jersey,,2021-02-24,6.75
New Jersey,,2021-02-25,7.11
New Jersey,,2021-02-26,7.55
New Jersey,,2021-02-27,7.89
New Jersey,,2021-02-28,8.13
New Jersey,,2021-03-01,8.22
New Jersey,,2021-03-02,8.54
New Jersey,,2021-03-03,8.77
New Jersey,,2021-03-04,9.02
New Jersey,,2021-03-05,9.34
New Jersey,,2021-03-06,9.65
New Jersey,,2021-03-07,9.89
New Jersey,,2021-03-08,10.11
New Jersey,,2021-03-09,10.4
New Jersey,,2021-03-10,10.73
New Jersey,,2021-03-11,11.24
New Jersey,,2021-03-12,11.57
New Jersey,,2021-03-13,11.98
New Jersey,,2021-03-14,12.22
New Jersey,,2021-03-15,12.44
New Jersey,,2021-03-16,12.72
New Jersey,,2021-03-17,13.09
New Jersey,,2021-03-18,13.49
New Jersey,,2021-03-19,13.82
New Jersey,,2021-03-20,14.16
New Jersey,,2021-03-21,14.46
New Jersey,,2021-03-22,14.73
New Jersey,,2021-03-23,14.75
New Jersey,,2021-03-24,15.41
New Jersey,,2021-03-25,15.83
New Jersey,,2021-03-26,16.27
New Jersey,,2021-03-27,16.79
New Jersey,,2021-03-28,17.32
New Jersey,,2021-03-29,17.64
New Jersey,,2021-03-30,18.17
New Jersey,,2021-03-31,18.68
New Jersey,,2021-04-01,19.48
New Jersey,,2021-04-02,20.23
New Jersey,,2021-04-03,20.82
New Jersey,,2021-04-04,21.28
New Jersey,,2021-04-05,21.51
New Jersey,,2021-04-06,21.94
New Jersey,,2021-04-07,22.61
New Jersey,,2021-04-08,23.39
New Jersey,,2021-04-09,24.24
New Jersey,,2021-04-10,25.18
New Jersey,,2021-04-11,25.77
New Jersey,,2021-04-12,26.29
New Jersey,,2021-04-13,26.92
New Jersey,,2021-04-14,27.53
New Jersey,,2021-04-15,28.08
New Jersey,,2021-04-16,28.62
New Jersey,,2021-04-17,29.28
New Jersey,,2021-04-18,29.69
New Jersey,,2021-04-19,30.1
New Jersey,,2021-04-20,30.52
New Jersey,,2021-04-21,31.07
New Jersey,,2021-04-22,31.65
New Jersey,,2021-04-23,32.35
New Jersey,,2021-04-24,32.99
New Jersey,,2021-04-25,33.48
New Jersey,,2021-04-26,33.87
New Jersey,,2021-04-27,34.34
New Jersey,,2021-04-28,34.9
New Jersey,,2021-04-29,35.47
New Jersey,,2021-04-30,36.05
New Jersey,,2021-05-01,36.63
New Jersey,,2021-05-02,37
New Jersey,,2021-05-03,37.34
New Jersey,,2021-05-04,37.77
New Jersey,,2021-05-05,38.38
New Jersey,,2021-05-06,38.98
New Jersey,,2021-05-07,39.75
New Jersey,,2021-05-08,40.44
New Jersey,,2021-05-09,41.02
New Jersey,,2021-05-10,41.49
New Jersey,,2021-05-11,41.83
New Jersey,,2021-05-12,42.32
New Jersey,,2021-05-13,42.75
New Jersey,,2021-05-14,43.25
New Jersey,,2021-05-15,43.79
New Jersey,,2021-05-16,44.16
New Jersey,,2021-05-17,44.37
New Jersey,,2021-05-18,44.65
New Jersey,,2021-05-19,45.16
New Jersey,,2021-05-20,45.61
New Jersey,,2021-05-21,46.18
New Jersey,,2021-05-22,46.56
New Jersey,,2021-05-23,46.87
New Jersey,,2021-05-24,47.03
New Jersey,,2021-05-25,47.27
New Jersey,,2021-05-26,47.58
New Jersey,,2021-05-27,47.92
New Jersey,,2021-05-28,48.18
New Jersey,,2021-05-29,48.5
New Jersey,,2021-05-30,48.7
New Jersey,,2021-06-01,48.88
New Jersey,,2021-06-02,49.11
New Jersey,,2021-06-03,49.42
New Jersey,,2021-06-04,49.69
New Jersey,,2021-06-05,49.7
New Jersey,,2021-06-06,50.03
New Jersey,,2021-06-07,50.39
New Jersey,,2021-06-08,50.78
New Jersey,,2021-06-09,50.79
New Jersey,,2021-06-10,51.15
New Jersey,,2021-06-11,51.58
New Jersey,,2021-06-12,52.05
New Jersey,,2021-06-13,52.52
New Jersey,,2021-06-14,52.39
New Jersey,,2021-06-15,52.96
New Jersey,,2021-06-16,53.34
New Jersey,,2021-06-17,53.69
New Jersey,,2021-06-18,53.91
New Jersey,,2021-06-19,54.19
New Jersey,,2021-06-20,54.46
New Jersey,,2021-06-21,54.6
New Jersey,,2021-06-22,54.93
New Jersey,,2021-06-23,55.05
New Jersey,,2021-06-24,55.27
New Jersey,,2021-06-25,53.84
New Jersey,,2021-06-26,54.24
New Jersey,,2021-06-27,54.79
New Jersey,,2021-06-28,54.89
New Jersey,,2021-06-29,54.99
New Jersey,,2021-06-30,55.14
New Jersey,,2021-07-01,55.3
New Jersey,,2021-07-02,55.44
New Jersey,,2021-07-03,55.59
New Jersey,,2021-07-04,55.7
New Jersey,,2021-07-06,55.79
New Jersey,,2021-07-07,55.91
New Jersey,,2021-07-08,56.03
New Jersey,,2021-07-09,56.15
New Jersey,,2021-07-10,56.26
New Jersey,,2021-07-11,56.36
New Jersey,,2021-07-12,56.43
New Jersey,,2021-07-13,56.51
New Jersey,,2021-07-14,56.62
New Jersey,,2021-07-15,56.72
New Jersey,,2021-07-16,56.82
New Jersey,,2021-07-17,56.92
New Jersey,,2021-07-18,57.03
New Jersey,,2021-07-19,57.1
New Jersey,,2021-07-20,57.17
New Jersey,,2021-07-21,57.28
New Jersey,,2021-07-22,57.38
New Jersey,,2021-07-23,57.48
New Jersey,,2021-07-24,57.6
New Jersey,,2021-07-25,57.69
New Jersey,,2021-07-26,57.75
New Jersey,,2021-07-27,57.8
New Jersey,,2021-07-28,58.08
New Mexico,,2021-01-12,0.54
New Mexico,,2021-01-13,0.59
New Mexico,,2021-01-15,0.89
New Mexico,,2021-01-19,1.11
New Mexico,,2021-01-20,1.18
New Mexico,,2021-01-21,1.29
New Mexico,,2021-01-22,1.4
New Mexico,,2021-01-23,1.58
New Mexico,,2021-01-24,1.66
New Mexico,,2021-01-25,1.69
New Mexico,,2021-01-26,1.71
New Mexico,,2021-01-27,1.83
New Mexico,,2021-01-28,1.99
New Mexico,,2021-01-29,2.24
New Mexico,,2021-01-30,2.39
New Mexico,,2021-01-31,2.69
New Mexico,,2021-02-01,2.87
New Mexico,,2021-02-02,2.9
New Mexico,,2021-02-03,3
New Mexico,,2021-02-04,3.21
New Mexico,,2021-02-05,3.43
New Mexico,,2021-02-06,3.76
New Mexico,,2021-02-07,3.96
New Mexico,,2021-02-08,4.19
New Mexico,,2021-02-09,4.23
New Mexico,,2021-02-10,4.42
New Mexico,,2021-02-11,4.85
New Mexico,,2021-02-12,5.34
New Mexico,,2021-02-13,5.65
New Mexico,,2021-02-14,6.12
New Mexico,,2021-02-16,6.56
New Mexico,,2021-02-17,6.64
New Mexico,,2021-02-18,6.87
New Mexico,,2021-02-19,8.45
New Mexico,,2021-02-20,8.88
New Mexico,,2021-02-21,9.29
New Mexico,,2021-02-22,9.56
New Mexico,,2021-02-23,9.7
New Mexico,,2021-02-24,9.85
New Mexico,,2021-02-25,10.23
New Mexico,,2021-02-26,10.71
New Mexico,,2021-02-27,11.14
New Mexico,,2021-02-28,11.7
New Mexico,,2021-03-01,11.86
New Mexico,,2021-03-02,12.14
New Mexico,,2021-03-03,12.43
New Mexico,,2021-03-04,12.61
New Mexico,,2021-03-05,13.01
New Mexico,,2021-03-06,13.76
New Mexico,,2021-03-07,14.05
New Mexico,,2021-03-08,14.46
New Mexico,,2021-03-09,14.53
New Mexico,,2021-03-10,14.56
New Mexico,,2021-03-11,15.08
New Mexico,,2021-03-12,15.56
New Mexico,,2021-03-13,15.96
